cell_id,latitude,longitude,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,source,OC_D1,TOTN_D1,BULK_D1,SAND_D1,SILT_D1,CLAY_D1
2004,44.7295,10.85853,-0.23519997,0.03328938,-0.02661096,0.10800964,0.01150198,0.09018808,0.0364904,-0.22610268,0.13100178,-0.04794094,0.07011597,0.04215355,-0.17043706,0.00071915,-0.02582444,0.22083896,0.28268838,-0.07807196,-0.03849682,-0.17378902,0.1455953,0.08524439,0.037979,0.15839605,-0.18375204,-0.04533344,-0.1590413,0.13837198,0.1045984,-0.11859946,0.04963781,-0.20936966,0.04726855,0.05035734,-0.05652118,0.09204992,-0.14752433,0.12884928,0.20459948,0.1327582,0.05959737,-0.12377215,-0.1606242,-0.10857858,-0.10554798,0.20255999,-0.02891432,0.11011823,-0.21749491,-0.01045167,0.07939096,-0.04674905,0.21396971,-0.07584419,-0.0825697,-0.05982099,-0.02198415,0.21895847,0.05038086,0.08390378,-0.09371666,-0.12267282,0.06433988,-0.04349394,SIMULATED,1.562,1.41,1.41,40,40,20
8482,45.4675,10.85853,-0.23225703,0.01828214,-0.027226,0.13262159,0.0826022,-0.01093276,0.14347841,-0.26740017,0.00147766,0.1484415,-0.00325725,0.06989347,0.02769666,-0.09176193,-0.11626298,-0.05452612,0.27149949,0.07476518,0.01586868,-0.07609543,-0.07913592,0.07129539,-0.01932352,0.10109265,0.15145137,-0.19649152,0.03490969,-0.13727792,-0.10644313,0.16909711,0.0030009,0.24843236,-0.12596673,-0.13507784,0.06926176,-0.09637286,0.2390368,0.1434452,-0.06796884,0.07039622,-0.28293373,0.13566815,0.10610906,-0.06233953,0.02031346,-0.20701464,0.0376955,-0.00348054,-0.00646774,0.16749467,-0.03285197,0.08767905,-0.03930488,-0.04413212,0.15972519,-0.07743419,0.20920965,-0.08804746,-0.13618699,0.08236653,-0.10840669,0.1672692,0.00829659,0.05383021,SIMULATED,1.562,1.41,1.41,40,40,20
4137,44.9725,10.85853,-0.29464595,0.0657809,-0.10388385,0.06699462,0.07280848,-0.13207598,-0.04970644,-0.22374018,0.07826129,0.08678897,0.08298138,0.18027699,-0.28645508,-0.05886544,-0.06473107,0.03669276,0.285494,-0.08363372,-0.01949406,-0.27288539,-0.02235785,0.05493802,0.03016741,0.07463237,-0.11558818,-0.12190843,-0.03608153,-0.02684173,0.1521749,0.06724229,0.05180694,-0.11077734,-0.1889933,0.14753521,-0.03015219,0.22734525,0.10061783,-0.17403231,0.02696754,-0.03104666,0.21079272,0.12192201,-0.05007956,-0.07416685,-0.17755387,0.13563381,0.05714147,0.09463406,-0.00920267,-0.19046873,-0.10738733,-0.05435495,0.03710161,0.12812065,-0.07006103,0.01166628,-0.21166494,-0.03508064,0.12834188,0.01325442,0.08726518,-0.02760318,-0.00765659,-0.0392593,SIMULATED,1.562,1.41,1.41,40,40,20
1293,44.6485,10.85853,-0.18010746,-0.0879821,-0.16599791,0.14376842,0.10208007,0.04782267,-0.02587733,-0.23314691,0.0002207,-0.14142834,0.1264593,0.0873362,-0.23425355,-0.05099748,-0.03098123,0.0143779,0.02794792,-0.21123636,-0.05418613,-0.08445254,0.11169676,0.06619625,-0.0321405,0.09354413,-0.16669282,0.0063073,-0.04137239,0.18913803,0.12963482,-0.23003572,0.11250165,-0.15657587,0.04592025,0.13693248,-0.05029617,0.02902565,-0.34024361,-0.01941775,0.05669644,0.0588557,0.17075324,-0.20993497,-0.01565897,-0.11251167,0.05023368,0.06265688,0.02305363,0.12592522,-0.13468042,0.09077035,0.11320679,0.07186551,0.24897565,-0.14682728,-0.09018851,-0.03056534,0.07875475,0.24270599,-0.0227272,0.03055396,-0.11891484,-0.07268163,0.08949307,0.01707845,SIMULATED,1.562,1.41,1.41,40,40,20
3505,44.9005,10.85853,-0.23930659,0.03404815,-0.1408223,0.22890258,-0.02826843,-0.03631548,-0.03839867,-0.12835048,0.06773662,0.03183982,0.03958931,0.07339977,-0.17335209,0.00196977,-0.14396962,0.12162224,0.14245089,-0.07377749,0.0380338,-0.16510506,-0.0219754,0.10089854,0.04902466,0.28755762,-0.15662222,-0.11325473,-0.02002031,-0.00297598,0.27658169,0.02039542,0.06576573,-0.14885213,-0.07332587,0.0994681,-0.02351353,0.106754,-0.17230862,-0.27253374,0.03762621,-0.02772959,0.1253945,0.1051703,-0.15301451,-0.04401236,-0.13120401,0.17697872,0.1149494,0.11609892,0.0357594,-0.25480162,0.03129523,-0.09357995,0.12772716,0.13533159,-0.0573062,0.0146374,-0.13132009,0.0207935,0.1247114,0.10803718,0.13842052,-0.14584777,-0.11212186,-0.08416582,SIMULATED,1.562,1.41,1.41,40,40,20
5401,45.1165,10.85853,-0.07299815,0.03902293,-0.11780751,0.12964834,0.13524014,0.07494469,-0.02593058,-0.3005474,-0.10459037,0.05855758,0.12309456,0.05953085,-0.24792432,-0.02706889,-0.06953785,-0.13277843,0.14789688,-0.01388118,-0.01032636,-0.05123639,0.01686734,0.02204319,-0.04214625,0.13270675,0.09562013,-0.19483256,-0.05115463,-0.09942755,0.14813774,0.02789582,0.15396536,-0.01069319,-0.22151564,0.0247034,-0.04363789,0.12601985,0.09322489,-0.22214232,-0.00034117,-0.10357466,0.07445822,0.20184696,0.09240177,-0.01214005,-0.15916159,-0.08839258,0.12117909,0.09848611,0.13986394,-0.02396823,-0.02660391,-0.0096095,-0.08988903,0.29472089,0.05551983,0.13801013,-0.0745182,-0.3121429,0.08625362,0.04557518,0.14212484,0.07117923,-0.23229329,-0.0159121,SIMULATED,1.562,1.41,1.41,40,40,20
1846,44.7115,10.85853,-0.11544732,-0.04335693,0.0227911,0.23616587,0.03464766,-0.07061168,-0.05596179,-0.20288154,0.08189704,0.02988941,0.19329015,-0.01622446,-0.17689924,0.08617601,-0.12975056,0.16683038,0.12334426,-0.15925558,0.0206712,-0.26260432,-0.07982088,0.10855571,0.05174057,-0.03500426,-0.14081039,0.00286948,-0.02528011,0.09079108,0.09252416,-0.137207,-0.008701,-0.08181105,-0.07568814,0.22115313,0.04149147,0.10514069,-0.20074505,-0.13430263,-0.00385301,0.11921353,0.26362314,-0.06216044,-0.1145253,-0.02146401,-0.14783559,0.14180023,0.06464464,0.19157605,-0.16962977,-0.12627513,0.10949697,0.02230824,0.16376022,-0.06764528,-0.01972063,-0.0696674,-0.04298815,0.25234235,-0.11287932,0.07885788,-0.13885559,-0.21436793,0.00132989,0.03450816,SIMULATED,1.562,1.41,1.41,40,40,20
1609,44.6845,10.85853,-0.03412212,0.10092274,-0.04733098,0.14282935,0.13116987,0.01262878,0.01813083,-0.20857645,-0.0404091,-0.08683662,0.04317001,0.00313724,-0.21449337,-0.01427831,-0.10814027,0.0630121,0.22533683,-0.04051919,0.0233961,-0.24685536,0.01090597,0.01511888,0.11348388,0.02238674,-0.08492059,0.05628043,-0.23688211,0.05978378,0.14288386,-0.10424582,0.00423705,-0.21358203,0.0133374,0.24356428,-0.12401033,0.0116623,-0.24655423,-0.01843141,0.12248568,0.15248005,0.05625281,-0.12481383,-0.22024702,-0.16112765,-0.05684071,0.19899822,-0.0957983,-0.00903574,-0.15025669,0.00643117,0.18034952,0.0289739,0.10336294,-0.13785739,-0.0776882,-0.1067817,-0.04014844,0.21443967,-0.09719587,0.08044106,-0.08195033,-0.13343959,0.21424367,0.02292564,SIMULATED,1.562,1.41,1.41,40,40,20
1530,44.6755,10.85853,-0.15953431,-0.02746717,-0.09577884,0.37288322,0.0957482,-0.02561077,-0.1048357,-0.12258879,0.01256236,0.14136582,0.11781023,0.12857247,-0.12133529,-0.0402967,-0.00975267,0.0367455,-0.01918368,-0.0555778,-0.05890834,-0.11203838,0.03475516,-0.03272963,0.15496634,0.072584,-0.16613037,0.13032447,-0.07971298,0.04792859,0.196298,-0.22311882,-0.09259606,-0.23658526,0.07088192,0.11569363,-0.05453234,0.17251945,-0.18398139,-0.02926513,0.00017543,-0.01709126,0.1936403,-0.05933532,-0.08639673,0.01604496,-0.00575649,0.14171032,0.07907965,0.0232431,-0.21328628,-0.0251153,0.02402349,0.05996134,0.33898028,-0.18529104,-0.05150946,0.03733423,0.01318359,0.2861571,-0.09345776,0.02420842,-0.01521041,-0.062073,-0.02175411,0.05425374,SIMULATED,1.562,1.41,1.41,40,40,20
1688,44.6935,10.85853,-0.04098669,0.07499685,-0.19038214,0.15865272,0.01442283,0.03926571,-0.05448589,-0.17809068,0.09806905,0.08062315,0.106573,-0.05332458,-0.29554902,0.02151593,-0.17639526,0.14501351,0.05382626,-0.15350309,0.01272746,-0.2232,0.06693644,0.10344062,0.07092876,0.07985459,-0.30594342,-0.00800368,-0.02610359,-0.01806211,0.10092927,-0.1000116,0.0445991,-0.14054782,0.09883704,0.15899184,-0.09271648,0.19989536,-0.25472743,-0.03318051,0.0339249,0.09430137,0.21748923,-0.04460513,0.0487486,-0.14618742,-0.06739083,0.2345784,0.01252677,0.03462953,-0.07189777,-0.16968962,0.07969547,0.13768263,0.14903109,-0.18360046,-0.10666573,-0.01190514,0.0407321,0.18108774,-0.08228797,-0.02936567,-0.03573332,-0.03541379,0.14019492,0.01894125,SIMULATED,1.562,1.41,1.41,40,40,20
3821,44.9365,10.85853,-0.16790788,-0.06852025,-0.14851464,0.25122206,-0.02093207,-0.02699267,0.02719504,-0.1899905,0.06560587,0.0313662,0.10601265,0.11934354,-0.04863019,0.06509446,-0.08134673,0.15655934,0.15089209,-0.00570583,-0.06463965,-0.24445703,0.02115594,0.17959451,-0.07420803,0.25428007,-0.16681145,-0.03648737,0.02867481,-0.07166995,0.19137163,0.08587185,0.02967202,-0.17491307,-0.1590397,0.10306311,0.09978214,0.16389987,-0.02098259,-0.12421156,0.14898943,-0.09424872,0.22411945,0.03146621,-0.13209717,-0.03338773,-0.24195796,0.02773947,-0.01151211,0.09581425,0.1019041,-0.16532463,0.03135516,-0.11464026,0.02592938,0.11882927,-0.20524734,0.00351963,-0.15051617,-0.00445954,0.07403361,-0.01824012,0.08701247,-0.25056385,-0.0576125,0.07884532,SIMULATED,1.562,1.41,1.41,40,40,20
4453,45.0085,10.85853,-0.04769444,-0.06072469,-0.08503664,0.15117665,0.10415404,0.0651568,0.09344027,-0.23117516,0.22307571,-0.00275044,0.15416005,0.19618069,-0.20937844,0.04325282,-0.02044651,0.07015192,0.1751345,-0.01193989,-0.0719454,-0.20588879,-0.06335723,0.11585178,0.09999317,0.05102341,-0.08392432,0.023883,0.02893005,-0.09889901,0.16845395,-0.01003675,0.08184647,0.00941716,-0.15856126,0.11191746,0.03109762,0.18370183,-0.01064038,-0.18766899,-0.00401296,-0.18753608,0.06591998,0.05477261,-0.07868595,0.13816502,-0.25603327,0.03429467,-0.04175628,0.05577633,0.11873469,-0.19448502,-0.04660041,-0.13767926,0.08936308,0.13133629,-0.09833557,0.11567227,-0.30368302,-0.10977927,0.00991551,-0.0554776,0.16749433,-0.20761213,-0.121004,-0.0020037,SIMULATED,1.562,1.41,1.41,40,40,20
5243,45.0985,10.85853,-0.14106918,-0.06013363,-0.06679604,0.08306005,0.12405888,-0.0009209,0.02014975,-0.19156545,0.06657448,0.12924287,0.2056711,0.20197051,-0.16499123,-0.00671428,-0.18127139,-0.09966334,0.15401804,-0.14635074,-0.01077282,-0.17734666,0.10086015,0.17569271,0.00042911,0.1421391,-0.07597933,-0.08703164,0.04084053,-0.05991967,0.14388972,-0.01617985,0.02992814,-0.10300815,-0.26897636,-0.01722351,0.0707491,0.25522601,0.03818975,-0.07584363,-0.01881045,-0.05757511,0.07854414,0.19653709,-0.04250226,0.02056252,-0.08016321,-0.03236804,0.15464704,0.08310619,0.24107484,-0.18490268,-0.03627453,-0.01953642,-0.08907749,0.35434532,-0.09034897,-0.00393354,-0.05274741,-0.0581028,0.02153145,-0.007019,0.17612006,-0.02810558,-0.18931604,-0.01791066,SIMULATED,1.562,1.41,1.41,40,40,20
2083,44.7385,10.85853,-0.04609007,-0.05509075,-0.05761607,0.24473524,0.02136346,-0.02899431,-0.0144891,-0.15082715,0.08084667,0.00020001,-0.00921577,0.03162118,-0.09882157,0.03953197,-0.07504541,0.13380741,0.15281752,-0.17110798,0.03150749,-0.24103935,0.0237139,0.03858697,0.11049431,0.10630519,-0.24365732,-0.05063947,-0.06277832,0.13967859,0.20892582,-0.12389849,-0.05433969,-0.15953929,-0.06437464,0.19730308,-0.04653941,0.14234851,-0.27230252,-0.06719045,0.03254045,-0.04733642,0.1217446,-0.02573475,-0.08703636,0.04138417,-0.13460956,0.25303361,-0.08327982,0.0130195,-0.07770773,-0.13929517,0.17956817,0.02764016,0.29015746,-0.12373777,0.10039714,-0.08987896,-0.08728449,0.15070738,-0.05625612,-0.01095569,-0.065755,-0.23322766,0.12046751,0.10179997,SIMULATED,1.562,1.41,1.41,40,40,20
2320,44.7655,10.85853,-0.17694745,0.01150163,-0.13519842,0.19299605,-0.00075816,-0.01506061,-0.07397445,-0.23711983,0.19355731,0.03974474,0.05851589,0.08805734,-0.19284579,-0.03777423,-0.11330898,0.06244737,0.07163002,-0.0861023,0.06234874,-0.33176956,0.0472053,0.07277829,0.02732086,0.14970386,-0.32097305,-0.02909458,0.01318074,0.02245749,0.05874675,-0.05012132,0.10356246,-0.07157114,0.00146166,0.07152616,0.03537138,0.06078597,-0.09752313,0.03447364,0.07993091,-0.06775273,0.22335202,-0.2260759,-0.02018988,-0.07256054,-0.27352711,0.16380099,-0.08171952,0.02005486,-0.05730881,-0.15518921,0.07408646,0.01760287,0.27363893,-0.15556224,-0.20318861,0.03705863,-0.03379754,0.0865951,-0.05387326,0.12392249,-0.06360245,-0.0561344,0.03009726,-0.07027078,SIMULATED,1.562,1.41,1.41,40,40,20
4848,45.0535,10.85853,-0.07338432,0.09918152,-0.22302068,0.23729392,0.02450157,-0.03043774,-0.00609063,-0.26328323,0.02689521,0.09022198,0.05710885,0.21284918,-0.22876115,-0.0895733,-0.03821188,0.00933639,0.16261487,-0.0768919,0.1074698,-0.05200895,0.03356923,0.16775185,0.0312878,0.10320109,-0.05216443,-0.05972708,-0.05935532,-0.16515152,0.20356224,0.04682197,-0.07010343,-0.05603082,-0.1531084,0.15777345,0.09020676,0.12682179,0.07226018,-0.08795734,-0.04744836,-0.08276755,0.08672464,0.23109488,-0.03161468,-0.03161274,-0.19950671,0.04209968,0.13217268,-0.06654642,0.18188724,-0.19657722,-0.19628199,-0.09565665,0.02183204,0.16414841,-0.06968623,0.02293864,-0.13278654,-0.22967247,0.1260123,-0.11497533,0.1259776,-0.08457089,-0.11986084,0.04636996,SIMULATED,1.562,1.41,1.41,40,40,20
3031,44.8465,10.85853,-0.16285062,0.03811975,-0.15539668,0.1193413,0.00790696,-0.00805652,-0.01658744,-0.27201694,0.12957605,0.00529057,0.09666437,0.05655832,-0.15324659,-0.01483053,-0.15803791,0.07820379,0.25459523,-0.06772578,0.04596156,-0.17021807,-0.04289927,0.05575015,0.00535831,0.09645511,-0.17628776,-0.13479289,0.07687686,0.03079463,0.29535977,0.02598441,-0.03083956,-0.21005289,-0.02129167,0.11436695,0.01688726,0.08224961,-0.11610821,-0.19434339,-0.02271327,-0.10238072,0.14932778,-0.03687718,-0.00301341,-0.06018277,-0.13801437,0.1251329,-0.08956034,-0.01678691,-0.10118083,-0.25925469,0.08810276,0.00684746,0.15444848,0.02353819,-0.20887583,0.08404436,-0.222872,0.12819101,0.10887925,0.02999598,0.18407947,-0.18637584,-0.10090348,-0.00817222,SIMULATED,1.562,1.41,1.41,40,40,20
3268,44.8735,10.85853,-0.1638887,-0.09295634,-0.04015176,0.16840961,0.09417457,-0.04637929,0.14583604,-0.19874345,0.0924374,0.01134305,0.17527297,0.12975498,-0.28021182,-0.00910508,-0.13892652,0.08434836,0.05148768,0.01167996,-0.0228671,-0.17872571,-0.04467747,0.06587021,-0.06526164,0.10161824,-0.16512821,-0.11128568,-0.04991721,0.05460996,0.08539131,0.03182288,-0.03720779,0.0418584,-0.17386798,0.13058127,-0.00807744,0.08304469,-0.14927896,-0.08506734,2.787e-05,-0.0750262,0.18645256,-0.01216577,-0.10916163,-0.11006601,-0.23341119,0.12464478,0.00379688,0.15639394,-0.1293069,-0.26235087,-0.01544093,-0.12274736,0.21069395,0.13067003,-0.17055296,-0.00491055,-0.24367598,0.14923192,0.19362648,0.11430157,0.02138527,-0.11392404,-0.03776078,0.08617357,SIMULATED,1.562,1.41,1.41,40,40,20
1214,44.6395,10.85853,-0.08943696,0.03250016,-0.22305593,0.13012305,0.19610715,0.00471564,0.03400175,-0.22276977,0.07185127,0.05566655,0.11862507,-0.01101315,-0.26657994,0.02241775,-0.14694613,0.26470478,0.18716539,-0.11783098,0.05227621,-0.20950998,0.08859159,-0.00551987,0.17854956,0.01111673,-0.1099871,-0.08257388,0.00768169,0.10963594,0.10116744,-0.08613326,-0.07675559,-0.22270912,0.16013417,0.14225402,-0.03938299,0.08114545,-0.16676732,0.07283028,0.09095742,0.15774698,0.1916164,-0.17102221,0.04325894,-0.12290154,0.05385947,0.12251785,-0.08708655,0.0783167,-0.18672059,0.06511833,0.12068974,0.04427626,0.0869587,-0.07129803,-0.0659643,0.00422841,0.0856569,0.08529054,-0.11654573,0.04545591,-0.16678435,-0.08513343,0.18529118,0.05085285,SIMULATED,1.562,1.41,1.41,40,40,20
1451,44.6665,10.85853,-0.09763351,0.04243001,-0.19113286,0.22155083,0.04813625,-0.03178301,-0.11646716,-0.21687016,0.11941941,0.0976085,0.05719315,0.01440057,-0.1649215,0.01073374,-0.15128326,0.19180631,0.18125297,-0.12248649,-0.01369528,-0.15014429,0.06735479,0.17980593,0.07073705,0.04122071,-0.15115394,0.05028306,-0.03449314,0.06660288,0.19086532,-0.07334041,0.09184294,-0.11625046,0.11169388,0.26871574,0.02308712,0.13977424,-0.21765848,0.05308753,0.0646379,-0.04871658,0.06884378,-0.17277002,0.04179204,-0.17443257,0.05407809,0.11722817,-0.00155213,-0.03663025,-0.1968117,-0.11409575,0.12267071,0.09990532,0.24186399,-0.16088865,0.00131333,-0.02910937,-0.02198026,0.16677501,-0.07697734,0.07610116,-0.09380248,-0.16078537,0.09988725,-0.15174052,SIMULATED,1.562,1.41,1.41,40,40,20
3189,44.8645,10.85853,-0.1498115,0.08380998,-0.03221019,0.21496868,0.07781203,-0.04511586,0.05007365,-0.27745003,0.06123171,0.00993745,0.13571301,0.03589652,-0.23589315,0.06109188,-0.12455577,0.16638027,0.15996963,-0.21037915,0.13576531,-0.18565243,-0.07872617,0.01012686,-0.04768559,-0.00306897,-0.0252175,-0.04182351,-0.0149127,0.00417767,0.18031334,-0.17078339,0.06359787,-0.24669544,0.08555472,0.1648556,0.05743038,0.06819537,-0.0912104,-0.19422887,0.07254545,-0.0521941,0.18537397,0.00833176,-0.08435186,-0.06152652,-0.16884999,0.16998011,0.03509668,0.14118891,0.04153112,-0.17426061,0.08285991,-0.03493006,0.13380259,0.14852475,-0.14385252,-0.06169445,-0.09185403,0.0865827,0.18988785,0.03875851,-0.04803566,-0.25747231,0.00438697,0.04365081,SIMULATED,1.562,1.41,1.41,40,40,20
4295,44.9905,10.85853,-0.10776253,0.08707519,-0.09229606,0.1921819,0.13401162,0.05928791,-0.07379944,-0.14427551,0.00440639,0.07898799,0.02920971,0.10429385,-0.03820927,-0.00753926,0.00744146,0.02393322,0.3122962,-0.08871593,0.02066707,-0.13486787,0.03294739,0.07730354,0.12077449,0.15746761,-0.19561825,-0.00827699,0.05079026,-0.05261285,0.28025696,-0.10405033,-0.06143181,0.03008678,-0.12837271,0.03160653,-0.03331598,0.16119456,-0.04831532,-0.2414254,0.08419238,-0.02085438,0.15001156,0.12852256,-0.24441827,-0.01072745,-0.17835031,-0.00499768,-0.03568637,-0.0148013,0.08733903,-0.24820377,-0.02986179,-0.00912,0.06528221,0.17114855,-0.25389302,0.14650996,-0.12243549,-0.02590166,0.22974769,0.06771797,0.10343533,-0.13451167,-0.14541778,0.04139147,SIMULATED,1.562,1.41,1.41,40,40,20
4216,44.9815,10.85853,-0.15705548,0.01897288,-0.11368911,0.03652817,0.17673272,0.00383072,0.17094007,-0.17050254,-0.04404647,0.02801932,0.03632871,0.13028772,-0.25737309,-0.05881696,-0.06670224,0.09104958,0.17368045,-0.05863312,0.12170111,-0.19162715,-0.02041626,0.0591597,-0.02951126,0.16317056,-0.09995317,-0.04138603,-0.09689963,-0.08904545,0.22854317,0.02860278,-0.02542934,0.04678398,-0.08386711,0.21115588,0.03144119,0.18223093,-0.01831578,-0.23274555,0.01995001,-0.04292006,0.17087112,-0.0049837,-0.08691237,0.02041004,-0.22066199,-0.01034109,0.18688498,-0.04146531,0.20793805,-0.22136756,-0.02099169,-0.06226781,0.05316553,0.25645359,-0.18948796,0.00903447,-0.0721059,0.10356281,0.14295545,-0.02851675,0.07264448,-0.19872841,-0.06056373,0.11960625,SIMULATED,1.562,1.41,1.41,40,40,20
3979,44.9545,10.85853,-0.19913373,0.01607626,-0.08489385,0.18967405,0.17644421,-0.02802399,-0.0253893,-0.24154216,0.08563208,0.02205284,0.18328878,0.07816557,-0.11848089,0.03280781,-0.10975927,0.0778805,0.26126895,-0.08644052,0.08731433,-0.13803296,0.04091764,0.13303982,-0.04550847,0.09067703,-0.14443396,0.05033337,0.08301138,-0.09758192,0.15413815,-0.04538084,-0.00195343,-0.20252106,-0.15270693,0.16251506,-0.0616893,0.03274853,-0.13306782,-0.18112374,-0.05771177,-0.15020535,0.17306759,0.18123437,-0.06876323,-0.00570112,-0.14686842,0.1512885,0.07629625,0.10776013,-0.00330778,-0.28204551,0.04505151,-0.1077317,-0.00234368,0.15302874,-0.13468485,0.05017348,-0.02318167,-0.05272858,0.17747056,0.03193525,0.11583779,-0.14447215,-0.11523164,-0.1593193,SIMULATED,1.562,1.41,1.41,40,40,20
3110,44.8555,10.85853,-0.05085333,-0.00033889,-0.1516843,0.18987244,0.09244685,0.08306342,-0.11424837,-0.27875228,0.16839022,0.17414606,0.06690588,0.04680067,-0.2579942,0.00254303,-0.18894811,0.09969954,0.16101365,-0.13949987,0.03860553,-0.18744741,-0.04333816,0.10175025,-0.01042728,0.19714405,-0.14871853,-0.03850082,-0.04275394,-0.08060047,0.22620307,-0.17254759,-0.01750564,-0.2058122,-0.00285807,0.21518729,0.04054678,0.0650331,-0.17646248,0.02130643,0.04067737,0.00452363,0.23931546,-0.00030403,-0.05008881,-0.05341135,-0.05744544,0.20698643,0.01779899,0.02622145,-0.08256009,-0.17764999,0.08669586,-0.04379182,0.12070948,0.00649392,-0.11204916,0.02133592,-0.16172827,-0.00307722,0.19426064,0.1019774,0.00935301,-0.11291952,-0.01215421,0.08882447,SIMULATED,1.562,1.41,1.41,40,40,20
2636,44.8015,10.85853,-0.12905333,-0.11224357,0.00146289,0.10080983,0.08523631,-0.01575304,-0.0996663,-0.23548335,0.06208553,0.01178126,0.06222553,0.09057928,-0.13714816,-0.06621862,-0.05685382,0.03782099,0.11146259,-0.11467208,-0.02692495,-0.14363746,0.08788594,0.0831134,0.07367031,0.15842218,-0.23777905,0.07643585,0.01924002,0.12385371,0.28250801,-0.17095226,-0.03849533,-0.13918034,-0.04048323,0.32301217,-0.15438339,0.01454081,-0.1137634,-0.05248278,0.05725031,-0.03570949,0.24422857,-0.08339577,-0.17891516,-0.03373653,-0.09634042,0.22572629,-0.05782544,0.11142395,-0.02286764,-0.15573823,-0.00996352,-0.19599453,0.12093798,0.07490513,-0.1047306,-0.11526859,-0.0775653,0.08134611,-0.04272426,0.00502095,0.04705867,-0.29283922,0.01114118,0.08551965,SIMULATED,1.562,1.41,1.41,40,40,20
2557,44.7925,10.85853,-0.12712471,0.01564369,-0.13967025,0.18095256,0.07532175,-0.0170489,-0.10585347,-0.15494699,0.19309328,0.03028164,0.05180537,0.07308422,-0.23410331,0.11176621,-0.02940927,0.10150427,0.21610744,-0.1072741,-0.08302075,-0.18176672,-0.00394084,0.01605695,-0.01386522,0.04111203,-0.20396776,-0.02513031,-0.02025149,-0.05784044,0.27743695,-0.09370671,-0.05883066,-0.18376986,-0.06191917,0.15069511,0.07206396,0.12587989,-0.18516967,-0.05993468,0.11313414,0.02508087,0.26330699,0.01344963,-0.07946179,0.01184602,-0.04820527,0.20256811,0.06938158,0.06737636,-0.07990967,-0.06824077,0.06963825,-0.08496365,0.17194483,0.06790027,-0.00170584,0.01909852,-0.14269555,0.24975087,0.14482952,0.14005293,0.06639193,-0.28705342,0.00613498,-0.02842362,SIMULATED,1.562,1.41,1.41,40,40,20
3742,44.9275,10.85853,-0.13858003,-0.01298691,-0.16868887,0.16279212,-0.03232797,-0.01427779,-0.04898809,-0.17327251,0.0026885,0.05755066,0.10478741,0.0746783,-0.37855496,0.02896766,-0.09188132,-0.01892091,0.22318005,-0.03275544,0.10889384,-0.00776318,0.00603233,0.00977018,0.06668174,0.16465396,-0.10153095,-0.12005929,-0.17753514,-0.03479315,0.25786081,-0.04978834,-0.00830603,-0.13532139,-0.03546318,0.13663044,0.07342494,0.0480733,-0.07729561,-0.1618376,-0.0456463,-0.10423832,0.20204129,-0.01601022,-0.09164843,-0.03802227,-0.24779677,0.12234379,-0.02064275,0.1130431,0.0039729,-0.27459723,-0.0392138,-0.09420544,0.11405627,0.01750642,-0.08878935,-0.00958566,-0.15322652,0.11107692,0.15289464,0.05170004,0.25553002,-0.17631693,-0.0143375,-0.03264168,SIMULATED,1.562,1.41,1.41,40,40,20
1056,44.6215,10.85853,-0.24056671,-0.00077754,-0.23038167,0.15016023,-0.00940536,-0.02134385,-0.13517919,-0.30656955,0.09679359,0.09160986,0.10759301,-0.0092629,-0.02773736,0.10740328,-0.04782015,0.26442202,0.08156555,-0.13076739,-0.05799831,-0.08665861,0.19903804,0.11826365,0.03374969,-0.03744092,-0.15853888,0.02930564,-0.08146272,-0.03240708,0.07732258,-0.14256854,-0.06598539,-0.18512301,0.08161392,0.16243524,-0.01250054,-2.792e-05,-0.22699989,0.06173364,0.07539378,0.13743107,0.08256511,-0.22000007,0.14207511,-0.10543915,0.04744185,0.14178922,0.06624691,0.02808733,-0.15802243,-0.00984182,0.18570257,-0.02241564,0.07238539,-0.18838333,-0.07951811,-0.03467356,-0.00953443,0.16416695,-0.19567789,0.0395251,-0.14207805,-0.01322571,0.15936736,-0.04753995,SIMULATED,1.562,1.41,1.41,40,40,20
2715,44.8105,10.85853,-0.20116748,0.02573917,-0.11186791,0.31055491,0.06929459,-0.066604,-0.05685536,-0.26190586,0.12199423,0.10418667,0.10819232,0.02773145,-0.23343713,-0.04247824,-0.09988035,0.03834948,0.02328915,-0.11820715,0.01213741,-0.23674156,0.09455774,0.17028316,0.06865528,0.10907254,-0.03989963,-0.11040445,-0.00632196,0.06340639,0.09165067,-0.07184817,-0.03028242,-0.09979947,0.03852801,0.14145637,-0.12933996,0.07881562,-0.18073498,-0.08189243,0.04822704,-0.07648411,0.24300831,-0.06692472,-0.08652133,0.04427585,-0.03966373,0.19196332,-0.04139208,-0.00578051,-0.07580996,-0.19364181,0.04779175,-0.08555464,0.15826215,0.03395123,-0.14585403,-0.10392792,-0.17513865,0.22922365,0.08297008,0.08342611,0.15917557,-0.22233732,0.0264757,-0.08103536,SIMULATED,1.562,1.41,1.41,40,40,20
